ax	ay	az	gx	gy	gz
-0.0279676374047995	0.00140950083732605	0.00578045612201095	-0.838833138977269	1.23754109802991	1.11950332847826
-0.0271570980548859	0.00168786698486656	0.00560638448223472	-0.838074490978614	1.23839310469706	1.11890006054505
-0.0197309106588364	-0.00509998761117458	0.0120923528447747	-0.837152362422337	1.23924291430483	1.11811538417745
-0.067120335996151	0.00218578474596143	0.0342375785112381	-0.836037016196806	1.24015729543201	1.11722166858857
-0.0663506686687469	0.00244655669666827	0.0340802259743214	-0.83497337841526	1.240961484106	1.11661709832876
-0.0755622461438179	0.00792169291526079	0.0355745181441307	-0.834028975410754	1.24166031894115	1.11614728151851
-0.0436388738453388	0.00463935732841492	0.0214592386037111	-0.83303710184729	1.2423639167241	1.115509755192
-0.0430023334920406	0.00484603270888329	0.0213785246014595	-0.832099733293169	1.24300525449945	1.11486553440596
-0.0409296192228794	0.00850520376116037	0.029895631596446	-0.831173041927683	1.24356532535699	1.1142584985371
-0.0517819114029408	-0.00354857952333987	0.0180118344724178	-0.830096797981951	1.24423265237323	1.11354601809513
-0.0511737465858459	-0.00334628880955279	0.0178934931755066	-0.829091281106256	1.24486384163023	1.11303910485736
-0.0278561897575855	-0.00246061338111758	0.0137358848005533	-0.828115173137283	1.24971390076792	1.11262342668425
-0.00568434037268162	-0.0119864521548152	0.0145353395491839	-0.827060735150276	1.25028077927175	1.11213805613027
-0.00502571230754256	-0.0117810303345323	0.0144697967916727	-0.825867571974111	1.25093343988736	1.11139757014093
-0.0243848618119955	0.00517820287495852	0.00644885329529643	-0.824685685653824	1.25168356627554	1.11058157668148
-0.0267380569130182	0.00279139401391149	-0.00539044057950377	-0.817205821014602	1.2548395668759	1.10314826621194
-0.0262239538133144	0.00295037962496281	-0.00545233208686113	-0.816316897447343	1.25535162639798	1.10257933451546
-0.00204273895360529	-0.0136180277913809	-0.00624683545902371	-0.813243114276495	1.25624666557906	1.09953170546541
-0.0140157043933868	-0.00601130072027445	0.0119748124852776	-0.813793665853622	1.2586979175584	1.10016975558326
-0.0135157145559788	-0.00586745282635093	0.011973375454545	-0.812921003145802	1.25916673273938	1.09943449863783
-0.0340894907712936	0.00334343314170837	0.00387148605659604	-0.808357505109747	1.26255092433299	1.09485952372255
-0.0419970937073231	0.00828827265650034	0.00786770973354578	-0.803811471145607	1.26639986934809	1.09032437629593
-0.0414427593350411	0.00844941195100546	0.0078203035518527	-0.802816936478936	1.26693796908807	1.08960856694986
-0.00962354801595211	0.00325430976226926	0.0183595512062311	-0.804828835888382	1.26860153804748	1.09204425561304
0.000939807738177478	-0.00770805031061172	0.0106654781848192	-0.805830008468806	1.2696065515851	1.09333424119354
0.00166329403873533	-0.00751860998570919	0.0107346503064036	-0.804311010466627	1.27024579314986	1.09200371495196
-0.0394980125129223	0.0120309116318822	0.0208763144910336	-0.802784542231045	1.27367673542683	1.09079111462707
-0.0288319010287523	0.00701560825109482	0.0114035019651055	-0.800625311733994	1.27594277311261	1.08908630192617
-0.0285366978496313	0.00708033610135317	0.0115077756345272	-0.799343030080778	1.27616559334917	1.0882970977815
0.0118964426219463	-0.00278086517937481	0.0239697936922312	-0.803490918816074	1.27646716621569	1.09307182903687
-0.00117172382306308	0.0026427807752043	0.0294878520071507	-0.807220545665003	1.27749163143508	1.09739496230882
-0.000931391143240035	0.0026916260831058	0.0296020042151213	-0.805960182831873	1.27766062506527	1.0966641597395
-0.0229123625904322	0.000664419902022928	0.000791386759374291	-0.802971650721112	1.27888532153223	1.09422184552672
-0.013885204680264	-0.00673643546178937	-0.0237286817282438	-0.797204288823432	1.27909629281025	1.08883256381695
-0.0137879084795713	-0.00671921204775572	-0.0236664861440659	-0.796459422654189	1.27915618961196	1.08848404039747
0.0101178241893649	0.00662331422790885	-0.0532943233847618	-0.795505821690182	1.27944374120588	1.08760348305356
-0.0299412813037634	0.0215969029814005	-0.0283610578626394	-0.79456660683167	1.27993865344078	1.0865539562801
-0.0294318161904812	0.0217244327068329	-0.0283086933195591	-0.793694650362695	1.28038369098811	1.08556383317597
-0.0395443215966225	0.00422614440321922	0.0170181766152382	-0.792414736192891	1.28280380870968	1.08432171749444
-0.0394811816513538	0.00422588689252734	0.0171393491327763	-0.791815195641606	1.28280290270508	1.08384066494922
-0.0188728347420692	-0.00179613218642771	0.0332419201731682	-0.7912322722122	1.28271378704292	1.08343481560695
-0.0222151204943657	0.00217892904765904	0.0457689724862576	-0.790600498215593	1.28252638973616	1.08316394654856
-0.0223796144127846	0.00212015630677342	0.0458816699683666	-0.789963056542939	1.28231972924891	1.08308488320711
-0.0267416052520275	0.00777999730780721	0.0351420827209949	-0.789163221646257	1.28215475759087	1.08282312531539
-0.0296091195195913	0.0176955945789814	-0.0077315210364759	-0.784176811191112	1.28311200904904	1.07791944079688
-0.0294154938310385	0.017721826210618	-0.00755862100049853	-0.783161115771488	1.28320447277424	1.07705942877193
-0.0405933931469917	0.0190049856901169	-0.00313350209034979	-0.782371385870922	1.28315569533914	1.07647589225258
-0.0287425108253956	0.00940371863543987	-0.00284469639882445	-0.781879961135141	1.2829283375877	1.0762225793048
-0.0289837513118982	0.00931217428296804	-0.00264107389375567	-0.78144220145254	1.28260606959553	1.07599488150482
0.0106941610574722	-0.00760797318071127	0.000800562324002385	-0.780970820068492	1.28229062295478	1.07568165543422
-0.00898035243153572	0.007274872623384	0.00724108144640922	-0.781885209238495	1.28220279992228	1.0768716061052
-0.00908254273235798	0.00722896866500378	0.0073773181065917	-0.781313107065543	1.28204155416143	1.07662049439288
-0.0100821340456605	0.00740178721025586	0.00177045678719878	-0.780609725378004	1.28200543014473	1.07622654708384
-0.00128927454352379	0.0115478355437517	-0.00650238106027246	-0.779832452283319	1.28209735603602	1.07564357472382
-0.00101100071333349	0.0116026848554611	-0.00637610210105777	-0.77888320749533	1.28229007078952	1.074788315911
-0.0121118444949389	0.00805277470499277	-0.019809003919363	-0.773772359149551	1.28241629256138	1.0695689820531
0.00254919193685055	0.00430010678246617	-0.00913083367049694	-0.773203021039544	1.2824734460469	1.06904696084001
0.00260859960690141	0.00429191067814827	-0.008965197019279	-0.7726289349642	1.28244462354436	1.06843581225799
0.00547284632921219	-0.00204053218476474	0.00685421098023653	-0.773386294381928	1.28244446392722	1.06924768507959
-0.0233045425266027	0.00676616746932268	0.0333964936435223	-0.77567891694397	1.28422890220814	1.07186888483607
-0.0232463721185923	0.00676965620368719	0.0334784686565399	-0.774813541801782	1.28424124403526	1.07151573946669
-0.0284675136208534	0.0106404153630137	0.0203502494841814	-0.774750115265386	1.28568477697089	1.0720664512729
0.0142447659745812	-0.00174350629094988	-0.00422052061185241	-0.774679951687458	1.28511067819122	1.07253114631631
0.0141425980255008	-0.00178731791675091	-0.00409629847854376	-0.77409715083303	1.28495525741027	1.07231731785449
0.00947694480419159	0.00303158652968705	0.00276923924684524	-0.774380096309477	1.28456651328855	1.07291687810459
